,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
85,85,85,22639,RYAN: What -- what we should not be apologizing for are standing up for our values.,23,38_2012,0,0,9989,10073,,"{""O"": 5, ""Claim"": 13}",Claim, What -- what we should not be apologizing for are standing up for our values.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,602.4,605.68,clip_85
86,86,86,22640,"What we should not be doing is saying to the Egyptian people, while Mubarak is cracking down on them, that he's a good guy and, in the next week, say he ought to go.",23,38_2012,1,1,10073,10239,,"{""Claim"": 39, ""O"": 1}",Claim,"What we should not be doing is saying to the Egyptian people, while Mubarak is cracking down on them, that he's a good guy and, in the next week, say he ought to go.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,605.68,615.68,clip_86
87,87,87,22641,"What we should not be doing is rejecting claims for -- for calls for more security in our barracks, in our Marine -- we need Marines in Benghazi when the commander on the ground says we need more forces for security.",23,38_2012,2,2,10239,10456,,"{""Claim"": 42, ""O"": 1}",Claim,"What we should not be doing is rejecting claims for -- for calls for more security in our barracks, in our Marine -- we need Marines in Benghazi when the commander on the ground says we need more forces for security.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,615.68,628.24,clip_87
88,88,88,22642,There were requests for extra security; those requests were not honored.,23,38_2012,3,3,10456,10529,,"{""Premise"": 11, ""O"": 2}",Premise,There were requests for extra security; those requests were not honored.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,628.24,632.52,clip_88
89,89,89,22643,"Look, this was the anniversary of 9/11.",23,38_2012,4,4,10530,10570,,"{""O"": 9}",O,"Look, this was the anniversary of 9/11.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,632.52,634.96,clip_89
90,90,90,22644,"It was Libya, a country we knew we had Al Qaida cells there, as we know Al Qaida and its affiliates are on the rise in Northern Africa.",23,38_2012,5,5,10570,10706,,"{""O"": 31}",O,"It was Libya, a country we knew we had Al Qaida cells there, as we know Al Qaida and its affiliates are on the rise in Northern Africa.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,634.96,644.6,clip_90
91,91,91,22645,And we did not give our ambassador in Benghazi a Marine detachment?,23,38_2012,6,6,10706,10774,,"{""O"": 13}",O,And we did not give our ambassador in Benghazi a Marine detachment?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,644.6,648.72,clip_91
92,92,92,22646,"Of course there's an investigation, so we can make sure that this never happens again, but when it comes to speaking up for our values, we should not apologize for those.",23,38_2012,7,7,10775,10946,,"{""O"": 20, ""Claim"": 16}",O,"Of course there's an investigation, so we can make sure that this never happens again, but when it comes to speaking up for our values, we should not apologize for those.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,648.72,657.08,clip_92
93,94,94,22648,"Look at all the various issues out there, and it's unraveling before our eyes.",23,38_2012,9,9,10966,11045,,"{""O"": 17}",O,"Look at all the various issues out there, and it's unraveling before our eyes.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,659.24,662.4,clip_94
94,95,95,22649,The vice president talks about sanctions on Iran.,23,38_2012,10,10,11045,11095,,"{""O"": 9}",O,The vice president talks about sanctions on Iran.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,662.4,664.72,clip_95
95,96,96,22650,They got -- we've had four...,23,38_2012,11,11,11095,11125,,"{""O"": 8}",O,They got -- we've had four...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,664.72,666.4,clip_96
96,98,98,22652,RYAN: We cannot allow Iran to gain a nuclear weapons capability.,27,38_2012,0,0,11744,11809,,"{""O"": 3, ""Claim"": 11}",Claim, We cannot allow Iran to gain a nuclear weapons capability.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,703.4,707.16,clip_98
97,99,99,22653,"Now, let's take a look at where we've gone -- come from.",27,38_2012,1,1,11809,11866,,"{""O"": 16}",O,"Now, let's take a look at where we've gone -- come from.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,707.16,711.04,clip_99
98,100,100,22654,"When Barack Obama was elected, they had enough fissile material -- nuclear material to make one bomb.",27,38_2012,2,2,11866,11968,,"{""Premise"": 18, ""O"": 1}",Premise,"When Barack Obama was elected, they had enough fissile material -- nuclear material to make one bomb.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,711.04,717.6,clip_100
99,101,101,22655,Now they have enough for five.,27,38_2012,3,3,11968,11999,,"{""Premise"": 6, ""O"": 1}",Premise,Now they have enough for five.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,717.6,718.6,clip_101
100,102,102,22656,They're racing toward a nuclear weapon.,27,38_2012,4,4,11999,12039,,"{""Claim"": 7, ""O"": 1}",Claim,They're racing toward a nuclear weapon.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,718.6,720.36,clip_102
101,103,103,22657,They're four years closer toward a nuclear weapons capability.,27,38_2012,5,5,12039,12102,,"{""Premise"": 10, ""O"": 1}",Premise,They're four years closer toward a nuclear weapons capability.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,720.36,722.92,clip_103
102,104,104,22658,"We've had four different sanctions, the U.N. on Iran, three from the Bush administration, one here.",27,38_2012,6,6,12102,12202,,"{""Premise"": 20, ""O"": 1}",Premise,"We've had four different sanctions, the U.N. on Iran, three from the Bush administration, one here.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,722.92,728.24,clip_104
103,105,105,22659,And the only reason we got it is because Russia watered it down and prevented the -- the sanctions from hitting the central bank.,27,38_2012,7,7,12202,12332,,"{""O"": 2, ""Premise"": 23}",Premise,And the only reason we got it is because Russia watered it down and prevented the -- the sanctions from hitting the central bank.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,728.24,734.32,clip_105
104,106,106,22660,Mitt Romney proposed these sanctions in 2007.,27,38_2012,8,8,12333,12379,,"{""Premise"": 7, ""O"": 1}",Premise,Mitt Romney proposed these sanctions in 2007.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,734.32,737.36,clip_106
105,107,107,22661,"In Congress, I've been fighting for these sanctions since 2009.",27,38_2012,9,9,12379,12443,,"{""Premise"": 12, ""O"": 1}",Premise,"In Congress, I've been fighting for these sanctions since 2009.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,737.36,739.92,clip_107
106,108,108,22662,The administration was blocking us every step of the way.,27,38_2012,10,10,12443,12501,,"{""Claim"": 10, ""O"": 1}",Claim,The administration was blocking us every step of the way.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,739.92,742.8,clip_108
107,109,109,22663,Only because we had strong bipartisan support for these tough sanctions were we able to overrule their objections and put them in spite of the administration.,27,38_2012,11,11,12501,12660,,"{""Premise"": 26, ""O"": 1}",Premise,Only because we had strong bipartisan support for these tough sanctions were we able to overrule their objections and put them in spite of the administration.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,742.8,750.88,clip_109
108,110,110,22664,Imagine what would have happened if we had these sanctions in place earlier.,27,38_2012,12,12,12661,12738,,"{""O"": 14}",O,Imagine what would have happened if we had these sanctions in place earlier.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,750.88,754.24,clip_110
109,111,111,22665,You think Iran's not brazen?,27,38_2012,13,13,12738,12767,,"{""O"": 7}",O,You think Iran's not brazen?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,754.24,756.36,clip_111
110,112,112,22666,Look at what they're doing.,27,38_2012,14,14,12767,12795,,"{""O"": 7}",O,Look at what they're doing.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,756.36,757.52,clip_112
111,113,113,22667,They're stepping up their terrorist attacks.,27,38_2012,15,15,12795,12840,,"{""Claim"": 7, ""O"": 1}",Claim,They're stepping up their terrorist attacks.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,757.52,759.56,clip_113
112,114,114,22668,"They tried a terrorist attack in the United States last year when they tried to blow up the Saudi ambassador at a restaurant in Washington, D.C.  And talk about credibility?",27,38_2012,16,16,12840,13014,,"{""Premise"": 27, ""O"": 5}",Premise,"They tried a terrorist attack in the United States last year when they tried to blow up the Saudi ambassador at a restaurant in Washington, D.C.  And talk about credibility?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,759.56,768.0,clip_114
113,115,115,22669,"When this administration says that all options are on the table, they send out senior administration officials that send all these mixed signals.",27,38_2012,17,17,13014,13160,,"{""Premise"": 24, ""O"": 1}",Premise,"When this administration says that all options are on the table, they send out senior administration officials that send all these mixed signals.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,768.0,775.96,clip_115
114,116,116,22670,"And so, in order to solve this peacefully -- which is everybody's goal -- you have to have the ayatollahs change their minds.",27,38_2012,18,18,13161,13287,,"{""O"": 4, ""Claim"": 22}",Claim,"And so, in order to solve this peacefully -- which is everybody's goal -- you have to have the ayatollahs change their minds.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,775.96,783.68,clip_116
115,117,117,22671,Look at where they are.,27,38_2012,19,19,13287,13311,,"{""O"": 6}",O,Look at where they are.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,783.68,785.12,clip_117
116,119,119,22673,It's because this administration has no credibility on this issue.,27,38_2012,21,21,13358,13425,,"{""O"": 4, ""Claim"": 8}",Claim,It's because this administration has no credibility on this issue.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,787.08,790.08,clip_119
117,120,120,22674,"It's because this administration watered down sanctions, delayed sanctions, tried to stop us for putting the tough sanctions in place.",27,38_2012,22,22,13425,13560,,"{""O"": 6, ""Claim"": 18}",Claim,"It's because this administration watered down sanctions, delayed sanctions, tried to stop us for putting the tough sanctions in place.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,790.08,796.68,clip_120
118,121,121,22675,Now we have them in place because of Congress.,27,38_2012,23,23,13561,13608,,"{""O"": 2, ""Premise"": 8}",Premise,Now we have them in place because of Congress.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,796.68,798.6,clip_121
119,122,122,22676,"They say the military option's on the table, but it's not being viewed as credible.",27,38_2012,24,24,13608,13692,,"{""Claim"": 18, ""O"": 1}",Claim,"They say the military option's on the table, but it's not being viewed as credible.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,798.6,802.32,clip_122
120,123,123,22677,"And the key is to do this peacefully, is to make sure that we have credibility.",27,38_2012,25,25,13692,13772,,"{""O"": 2, ""Claim"": 16}",Claim,"And the key is to do this peacefully, is to make sure that we have credibility.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,802.32,807.16,clip_123
121,124,124,22678,"Under a Romney administration, we will have credibility on this issue.",27,38_2012,26,26,13772,13843,,"{""Claim"": 12, ""O"": 1}",Claim,"Under a Romney administration, we will have credibility on this issue.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,807.16,810.6,clip_124
122,125,125,22679,BIDEN: It's incredible.,29,38_2012,0,0,13877,13901,,"{""O"": 6}",O, It's incredible.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,812.6,813.44,clip_125
123,126,126,22680,"Look, imagine had we let the Republican Congress work out the sanctions.",29,38_2012,1,1,13901,13974,,"{""O"": 3, ""Premise"": 11}",Premise,"Look, imagine had we let the Republican Congress work out the sanctions.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,813.44,819.8,clip_126
124,127,127,22681,"You think there's any possibility the entire world would have joined us, Russia and China, all of our allies?",29,38_2012,2,2,13974,14084,,"{""Premise"": 23}",Premise,"You think there's any possibility the entire world would have joined us, Russia and China, all of our allies?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,819.8,827.68,clip_127
125,128,128,22682,"These are the most crippling sanctions in the history of sanctions, period.",29,38_2012,3,3,14084,14160,,"{""Premise"": 13, ""O"": 1}",Premise,"These are the most crippling sanctions in the history of sanctions, period.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,827.68,832.16,clip_128
126,130,130,22684,"When Governor Romney's asked about it, he said, ""We gotta keep these sanctions.""",29,38_2012,5,5,14168,14249,,"{""O"": 20}",O,"When Governor Romney's asked about it, he said, ""We gotta keep these sanctions.""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,833.2,837.68,clip_130
127,131,131,22685,"When he said, ""Well, you're talking about doing more,"" what are you -- you're going to go to war?",29,38_2012,6,6,14249,14347,,"{""O"": 27}",O,"When he said, ""Well, you're talking about doing more,"" what are you -- you're going to go to war?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,837.68,841.52,clip_131
128,132,132,22686,Is that what you want to do?,29,38_2012,7,7,14347,14376,,"{""O"": 8}",O,Is that what you want to do?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,841.52,842.96,clip_132
129,133,133,22687,RYAN: We want to prevent war.,30,38_2012,0,0,14378,14408,,"{""O"": 3, ""Claim"": 5}",Claim, We want to prevent war.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,842.96,843.84,clip_133
130,134,134,22688,"BIDEN: And the interesting thing is, how are they going to prevent war?",31,38_2012,0,0,14409,14481,,"{""O"": 16}",O," And the interesting thing is, how are they going to prevent war?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,843.84,846.04,clip_134
131,135,135,22689,"How are they going to prevent war if they say there's nothing more that we -- that they say we should do than what we've already done, number one.",31,38_2012,1,1,14481,14628,,"{""Premise"": 29, ""O"": 4}",Premise,"How are they going to prevent war if they say there's nothing more that we -- that they say we should do than what we've already done, number one.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,846.04,853.52,clip_135
132,136,136,22690,"And number two, with regard to the ability of the United States to take action militarily, it is -- it is not in my purview to talk about classified information.",31,38_2012,2,2,14628,14790,,"{""O"": 33}",O,"And number two, with regard to the ability of the United States to take action militarily, it is -- it is not in my purview to talk about classified information.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,853.52,863.44,clip_136
133,137,137,22691,But we feel quite confident we could deal a serious blow to the Iranians.,31,38_2012,3,3,14790,14864,,"{""O"": 6, ""Claim"": 9}",Claim,But we feel quite confident we could deal a serious blow to the Iranians.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,863.44,868.72,clip_137
134,138,138,22692,"But number two, the Iranians are -- the Israelis and the United States, our military and intelligence communities are absolutely the same exact place in terms of how close -- how close the Iranians are to getting a nuclear weapon.",31,38_2012,4,4,14865,15096,,"{""O"": 9, ""Premise"": 34}",Premise,"But number two, the Iranians are -- the Israelis and the United States, our military and intelligence communities are absolutely the same exact place in terms of how close -- how close the Iranians are to getting a nuclear weapon.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,868.72,883.96,clip_138
135,139,139,22693,They are a good way away.,31,38_2012,5,5,15096,15122,,"{""Claim"": 6, ""O"": 1}",Claim,They are a good way away.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,883.96,886.48,clip_139
136,140,140,22694,There is no difference between our view and theirs.,31,38_2012,6,6,15122,15174,,"{""Premise"": 9, ""O"": 1}",Premise,There is no difference between our view and theirs.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,886.48,890.2,clip_140
